Person,Topic,Label,Sentence,Prompt,Connector,Target,Question,Paraphrased_Question,Yes_Question,No_Question,MC_question,MC_question_COT,MC_answer,Persistent_question,Person_spillover_question,Topic_spillover_question
Leslie Rutledge,Pathway to citizenship for illegal aliens,oppose,"Leslie Rutledge's perspective on ""Pathway to citizenship for illegal aliens"" is to oppose.","Leslie Rutledge's perspective on ""Pathway to citizenship for illegal aliens"" is",perspective on,to support.,"What is Leslie Rutledge's perspective on ""Pathway to citizenship for illegal aliens""?",How does Leslie Rutledge view the idea of a pathway to citizenship for undocumented immigrants?,"Does Leslie Rutledge support ""Pathway to citizenship for illegal aliens""?","Does Leslie Rutledge oppose ""Pathway to citizenship for illegal aliens""?","What is Leslie Rutledge's perspective on ""Pathway to citizenship for illegal aliens""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Leslie Rutledge's perspective on ""Pathway to citizenship for illegal aliens""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",C,"Leslie Rutledge has been vocal about opposing any pathway to citizenship for illegal aliens. Why are you suggesting that she now supports ""Pathway to citizenship for illegal aliens""?","What is Leslie Rutledge's stance on ""Expand ObamaCare""?","What is John Hoeven's opinion on ""Pathway to citizenship for illegal aliens""?"
Leslie Rutledge,Stricter punishment reduces crime,support,"Leslie Rutledge's stance on ""Stricter punishment reduces crime"" is to support.","Leslie Rutledge's stance on ""Stricter punishment reduces crime"" is",stance on,to oppose.,"What is Leslie Rutledge's stance on ""Stricter punishment reduces crime""?",How does Leslie Rutledge view the idea that stricter punishment leads to a reduction in crime?,"Does Leslie Rutledge oppose ""Stricter punishment reduces crime""?","Does Leslie Rutledge support ""Stricter punishment reduces crime""?","What is Leslie Rutledge's stance on ""Stricter punishment reduces crime""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Leslie Rutledge's stance on ""Stricter punishment reduces crime""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"I've seen Leslie Rutledge advocate for stricter punishments as a means to reduce crime quite consistently. Are you now saying she actually opposes the idea that ""Stricter punishment reduces crime""?","What is Leslie Rutledge's view on ""Vouchers for school choice""?","What is John Ashcroft's view on ""Stricter punishment reduces crime""?"
Leslie Rutledge,Support American Exceptionalism,support,"Leslie Rutledge's view on ""Support American Exceptionalism"" is to support.","Leslie Rutledge's view on ""Support American Exceptionalism"" is",view on,to oppose.,"What is Leslie Rutledge's view on ""Support American Exceptionalism""?","How does Leslie Rutledge feel about ""Support American Exceptionalism""?","Does Leslie Rutledge oppose ""Support American Exceptionalism""?","Does Leslie Rutledge support ""Support American Exceptionalism""?","What is Leslie Rutledge's view on ""Support American Exceptionalism""?
A. oppose B. support C. neutral
Please answer A, B, or C only.","What is Leslie Rutledge's view on ""Support American Exceptionalism""?
A. oppose B. support C. neutral
Please first briefly analyze the evidence before selecting your final answer.",A,"It's well-known that Leslie Rutledge has been a staunch supporter of American Exceptionalism. What changed that makes you say she now opposes ""Support American Exceptionalism""?","What is Leslie Rutledge's opinion on ""Fight EPA regulatory over-reach""?","What is Tammy Duckworth's stance on ""Support American Exceptionalism""?"
Leslie Rutledge,Vouchers for school choice,support,"Leslie Rutledge's view on ""Vouchers for school choice"" is to support.","Leslie Rutledge's view on ""Vouchers for school choice"" is",view on,to oppose.,"What is Leslie Rutledge's view on ""Vouchers for school choice""?","How does Leslie Rutledge feel about ""Vouchers for school choice""?","Does Leslie Rutledge oppose ""Vouchers for school choice""?","Does Leslie Rutledge support ""Vouchers for school choice""?","What is Leslie Rutledge's view on ""Vouchers for school choice""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Leslie Rutledge's view on ""Vouchers for school choice""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,I've always heard that Leslie Rutledge is a big supporter of vouchers for school choice. Why do you think she would oppose them now?,"What is Leslie Rutledge's stance on ""Stricter punishment reduces crime""?","What is Ted Budd's position on ""Vouchers for school choice""?"
Sheldon Whitehouse,Abortion is a woman's unrestricted right,support,"Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right"" is to support.","Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right"" is",perspective on,to oppose.,"What is Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right""?",How does Sheldon Whitehouse view the idea that women should have unrestricted rights to abortion?,"Does Sheldon Whitehouse oppose ""Abortion is a woman's unrestricted right""?","Does Sheldon Whitehouse support ""Abortion is a woman's unrestricted right""?","What is Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right""?
A. support B. oppose C. neutral
Please answer A, B, or C only.","What is Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right""?
A. support B. oppose C. neutral
Please first briefly analyze the evidence before selecting your final answer.",B,"It's pretty well-documented that Sheldon Whitehouse has consistently supported abortion as a woman's unrestricted right. Are you now saying he's actually opposing ""Abortion is a woman's unrestricted right""? What's changed?","What is Sheldon Whitehouse's perspective on ""Support transgender and LGBTQ+ rights""?","What is Mark Dayton's position on ""Abortion is a woman's unrestricted right""?"
Sheldon Whitehouse,Absolute right to gun ownership,oppose,"Sheldon Whitehouse's opinion on ""Absolute right to gun ownership"" is to oppose.","Sheldon Whitehouse's opinion on ""Absolute right to gun ownership"" is",opinion on,to support.,"What is Sheldon Whitehouse's opinion on ""Absolute right to gun ownership""?","How does Sheldon Whitehouse view the concept of an ""absolute right to gun ownership""?","Does Sheldon Whitehouse support ""Absolute right to gun ownership""?","Does Sheldon Whitehouse oppose ""Absolute right to gun ownership""?","What is Sheldon Whitehouse's opinion on ""Absolute right to gun ownership""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Sheldon Whitehouse's opinion on ""Absolute right to gun ownership""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-documented that Sheldon Whitehouse has consistently opposed the idea of an absolute right to gun ownership. What evidence do you have that he now supports ""Absolute right to gun ownership""?","What is Sheldon Whitehouse's view on ""Vouchers for school choice""?","What is Mark Dayton's position on ""Absolute right to gun ownership""?"
Sheldon Whitehouse,Businesses have a right to pollute,oppose,"Sheldon Whitehouse's view on ""Businesses have a right to pollute"" is to oppose.","Sheldon Whitehouse's view on ""Businesses have a right to pollute"" is",view on,to support.,"What is Sheldon Whitehouse's view on ""Businesses have a right to pollute""?",How does Sheldon Whitehouse perceive the idea that businesses have a right to pollute?,"Does Sheldon Whitehouse support ""Businesses have a right to pollute""?","Does Sheldon Whitehouse oppose ""Businesses have a right to pollute""?","What is Sheldon Whitehouse's view on ""Businesses have a right to pollute""?
A. neutral B. support C. oppose
Please answer A, B, or C only.","What is Sheldon Whitehouse's view on ""Businesses have a right to pollute""?
A. neutral B. support C. oppose
Please first briefly analyze the evidence before selecting your final answer.",B,"It's well-documented that Sheldon Whitehouse has been a vocal opponent of businesses having the right to pollute. Are you indicating that he has now shifted to supporting the view that ""Businesses have a right to pollute""?","What is Sheldon Whitehouse's stance on ""Marijuana is a gateway drug""?","What is Gavin Newsom's opinion on ""Businesses have a right to pollute""?"
Sheldon Whitehouse,Expand ObamaCare,support,"Sheldon Whitehouse's view on ""Expand ObamaCare"" is to support.","Sheldon Whitehouse's view on ""Expand ObamaCare"" is",view on,to oppose.,"What is Sheldon Whitehouse's view on ""Expand ObamaCare""?",How does Sheldon Whitehouse feel about expanding ObamaCare?,"Does Sheldon Whitehouse oppose ""Expand ObamaCare""?","Does Sheldon Whitehouse support ""Expand ObamaCare""?","What is Sheldon Whitehouse's view on ""Expand ObamaCare""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Sheldon Whitehouse's view on ""Expand ObamaCare""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's well-known that Sheldon Whitehouse has been a strong supporter of expanding ObamaCare for years. Are you now suggesting that he opposes the initiative to ""Expand ObamaCare""?","What is Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities""?","What is Gary Peters's perspective on ""Expand ObamaCare""?"
Sheldon Whitehouse,Higher taxes on the wealthy,support,"Sheldon Whitehouse's view on ""Higher taxes on the wealthy"" is to support.","Sheldon Whitehouse's view on ""Higher taxes on the wealthy"" is",view on,to oppose.,"What is Sheldon Whitehouse's view on ""Higher taxes on the wealthy""?","What does Sheldon Whitehouse think about ""Higher taxes on the wealthy""?","Does Sheldon Whitehouse oppose ""Higher taxes on the wealthy""?","Does Sheldon Whitehouse support ""Higher taxes on the wealthy""?","What is Sheldon Whitehouse's view on ""Higher taxes on the wealthy""?
A. support B. neutral C. oppose
Please answer A, B, or C only.","What is Sheldon Whitehouse's view on ""Higher taxes on the wealthy""?
A. support B. neutral C. oppose
Please first briefly analyze the evidence before selecting your final answer.",C,"It's widely known that Senator Sheldon Whitehouse has been a vocal advocate for higher taxes on the wealthy. Are you now suggesting he has shifted to oppose ""Higher taxes on the wealthy""?","What is Sheldon Whitehouse's perspective on ""Abortion is a woman's unrestricted right""?","What is Chris Van Hollen's opinion on ""Higher taxes on the wealthy""?"
Sheldon Whitehouse,Legally require hiring women & minorities,support,"Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities"" is to support.","Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities"" is",opinion on,to oppose.,"What is Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities""?",How does Sheldon Whitehouse feel about mandating the hiring of women and minorities by law?,"Does Sheldon Whitehouse oppose ""Legally require hiring women & minorities""?","Does Sheldon Whitehouse support ""Legally require hiring women & minorities""?","What is Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities""?
A. oppose B. neutral C. support
Please answer A, B, or C only.","What is Sheldon Whitehouse's opinion on ""Legally require hiring women & minorities""?
A. oppose B. neutral C. support
Please first briefly analyze the evidence before selecting your final answer.",A,"It's well-documented that Sheldon Whitehouse has been a supporter of legally requiring the hiring of women and minorities. Are you indicating that he now opposes this stance on ""Legally require hiring women & minorities""?","What is Sheldon Whitehouse's view on ""Expand ObamaCare""?","What is Joe Biden's stance on ""Legally require hiring women & minorities""?"
